date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,year,month,day,apply_step3
2010-04-18 06:00:00,13.8,75.6,1.1402,841.3,566.4,1242.6,1480.5,496.1,0.6,2.3,32.7,2010,4,18,836984.2948717949
2010-04-18 07:00:00,14.2,68.0,1.1632,942.4,630.4,1253.3,1382.8,485.8,0.6,2.3,36.6,2010,4,18,870146.2148717949
2010-04-18 08:00:00,14.2,75.1,1.195,890.2,681.4,1096.3,1415.2,595.8,0.8,2.8,47.1,2010,4,18,962746.374871795
2010-04-18 09:00:00,14.3,71.1,1.2201,1052.6,692.2,1104.6,1468.7,682.9,1.0,4.2,63.2,2010,4,18,1015063.234871795
2010-04-18 10:00:00,13.8,73.3,1.2695,1158.0,883.0,865.0,1630.7,930.2,1.8,6.3,94.2,2010,4,18,1438337.194871795
2010-04-18 11:00:00,14.2,75.2,1.253,1217.0,912.4,899.2,1726.4,1001.5,2.0,6.9,98.2,2010,4,18,1573596.454871795
2010-04-18 12:00:00,15.5,64.0,1.178,1075.1,825.7,950.6,1658.9,851.2,1.1,5.2,69.5,2010,4,18,1368182.824871795
2010-04-18 13:00:00,16.2,52.1,1.0544,909.9,701.0,1136.0,1375.7,597.8,0.7,3.5,47.9,2010,4,18,962794.794871795
2010-04-18 14:00:00,16.6,54.4,1.0724,972.3,629.6,1151.4,1364.2,491.0,0.8,3.3,41.8,2010,4,18,857329.414871795
2010-04-18 15:00:00,16.0,58.0,1.1423,1196.0,880.9,919.7,1652.1,729.0,1.6,6.3,79.6,2010,4,18,1453763.9848717947
2010-04-18 16:00:00,17.2,54.8,1.1567,1128.1,833.2,884.2,1667.1,814.3,1.6,6.9,86.0,2010,4,18,1387456.8148717948
2010-04-18 17:00:00,18.2,53.0,1.08,1099.1,849.6,879.4,1590.0,776.2,1.6,7.9,81.5,2010,4,18,1349293.0948717948
2010-04-18 18:00:00,17.0,55.3,1.0722,1211.7,909.8,893.5,1558.1,843.8,1.8,8.2,95.6,2010,4,18,1415988.4748717947
2010-04-18 19:00:00,16.2,58.4,1.0621,1409.1,1135.1,781.2,1696.3,1132.9,2.5,13.0,120.8,2010,4,18,1923899.2248717947
2010-04-18 20:00:00,16.4,57.2,1.0669,1107.3,996.4,804.6,1702.6,1036.5,2.0,8.9,106.3,2010,4,18,1694899.7348717947
2010-04-18 21:00:00,14.7,61.0,1.0744,1221.1,916.7,836.9,1735.8,1013.3,1.9,8.6,97.8,2010,4,18,1589636.954871795
2010-04-18 22:00:00,15.7,65.8,1.1071,1056.4,824.2,920.0,1690.7,923.5,1.4,6.4,95.1,2010,4,18,1391904.034871795
2010-04-18 23:00:00,14.7,69.1,1.1045,1120.3,897.8,867.3,1804.1,1100.0,1.9,9.0,100.4,2010,4,18,1618150.0748717946
2010-04-19 00:00:00,14.5,65.3,1.1054,1133.2,881.1,914.6,1608.3,1005.1,1.7,7.3,85.4,2010,4,19,1415502.2248717947
2010-04-19 01:00:00,13.7,68.7,1.1224,928.7,671.5,998.1,1485.0,839.0,0.9,4.4,61.8,2010,4,19,995606.5948717949
2010-04-19 02:00:00,13.0,76.2,1.1518,926.2,710.8,1058.9,1508.9,717.1,0.8,3.3,42.4,2010,4,19,1070955.214871795
2010-04-19 03:00:00,13.9,82.2,1.1716,799.0,578.9,1287.8,1336.6,559.6,0.4,1.6,28.4,2010,4,19,745507.4199999999
2010-04-19 04:00:00,12.7,80.5,1.1664,823.0,577.2,1312.3,1515.2,641.4,0.6,2.1,32.8,2010,4,19,873002.534871795
2010-04-19 05:00:00,13.3,67.3,1.1328,888.0,626.8,1316.5,1370.9,671.0,0.6,2.0,36.3,2010,4,19,857709.2148717949
2010-04-19 06:00:00,13.0,67.4,1.1306,1057.0,852.0,876.5,1655.0,1051.5,1.6,6.6,103.9,2010,4,19,1408489.0948717948
2010-04-19 07:00:00,15.7,59.7,1.1123,1315.1,1266.7,707.2,1956.2,1308.0,3.2,17.0,209.6,2010,4,19,2476347.634871795
2010-04-19 08:00:00,15.7,57.9,1.0826,1378.0,1297.8,619.4,1988.7,1290.0,3.5,18.1,233.9,2010,4,19,2579363.9548717947
2010-04-19 13:00:00,17.2,54.7,1.0813,1241.8,1086.0,728.1,1865.5,1059.5,2.7,13.9,136.6,2010,4,19,2024362.0948717948
2010-04-19 14:00:00,11.4,71.8,1.0662,1033.6,928.7,900.9,1643.2,703.9,1.9,7.3,84.8,2010,4,19,1524468.934871795
2010-04-19 15:00:00,11.3,80.1,0.9974,1149.0,877.0,854.6,1650.1,744.9,1.9,8.4,96.6,2010,4,19,1445566.7948717948
2010-04-19 16:00:00,10.5,75.8,1.0016,1267.4,1073.3,789.0,1701.0,959.3,2.4,11.6,124.2,2010,4,19,1824112.3948717946
2010-04-19 17:00:00,9.8,82.1,0.9853,1233.4,1021.2,824.2,1616.6,1058.8,2.3,12.3,130.1,2010,4,19,1649301.0148717947
2010-04-19 18:00:00,11.5,69.1,0.9389,1042.5,892.8,906.8,1466.9,835.7,1.7,8.5,97.0,2010,4,19,1308077.4148717949
2010-04-19 19:00:00,10.8,73.6,0.9197,959.8,939.8,939.4,1402.4,923.0,1.6,7.6,88.4,2010,4,19,1316404.6148717948
2010-04-19 20:00:00,10.3,74.0,0.9009,979.1,896.8,902.4,1476.0,888.3,1.2,6.3,85.8,2010,4,19,1322105.8948717949
2010-04-19 21:00:00,10.0,63.4,0.8806,957.9,782.2,1117.6,1293.6,754.7,0.9,4.5,62.4,2010,4,19,874186.72
2010-04-19 22:00:00,9.5,69.6,0.9176,941.5,720.0,1119.4,1416.7,709.6,1.1,5.0,62.1,2010,4,19,1018453.0948717949
2010-04-19 23:00:00,9.5,81.4,0.9579,1014.6,756.6,1037.3,1516.2,759.4,1.1,5.6,74.0,2010,4,19,1145586.014871795
2010-04-20 00:00:00,9.2,82.4,0.9497,937.0,688.9,1170.1,1308.1,637.0,0.9,3.6,47.6,2010,4,20,806081.8899999999
2010-04-20 01:00:00,8.9,83.4,0.9533,904.7,622.1,1283.1,1329.9,530.9,0.8,2.9,33.9,2010,4,20,798216.51
2010-04-20 02:00:00,8.9,82.9,0.9489,757.6,544.0,1371.8,1238.4,475.9,0.4,1.5,24.6,2010,4,20,746259.2
2010-04-20 03:00:00,9.2,77.3,0.9487,809.6,454.0,1682.2,1187.6,499.6,0.3,0.8,23.2,2010,4,20,763718.8
2010-04-20 04:00:00,10.4,81.6,0.967,850.1,534.6,1416.4,1236.1,572.4,0.3,1.2,27.7,2010,4,20,757207.4400000001
2010-04-20 05:00:00,10.4,74.8,0.98,851.7,650.4,1234.8,1367.7,643.9,0.6,2.8,43.0,2010,4,20,887981.1748717949
2010-04-20 06:00:00,10.3,81.8,0.9927,1080.7,909.5,932.6,1706.2,971.2,1.6,7.1,90.8,2010,4,20,1550217.994871795
2010-04-20 07:00:00,10.9,81.3,1.0135,1487.2,1381.8,676.3,2193.1,1285.3,3.6,19.9,255.8,2010,4,20,3028854.6748717944
2010-04-20 08:00:00,12.4,69.9,0.9906,1455.4,1595.5,534.6,2300.2,1579.2,5.6,28.7,450.3,2010,4,20,3668398.1948717944
2010-04-20 09:00:00,15.1,58.6,0.9936,1310.4,1247.0,668.8,2059.0,1468.6,3.4,21.1,244.1,2010,4,20,2566002.094871795
2010-04-20 10:00:00,15.4,59.1,1.0185,1294.1,1153.3,678.0,1855.3,1599.5,3.1,16.2,209.9,2010,4,20,2138146.5848717946
2010-04-20 11:00:00,18.6,50.1,1.0551,1363.4,1227.8,661.0,1991.0,1474.4,3.4,19.4,215.1,2010,4,20,2442978.8948717946
2010-04-20 22:00:00,16.0,51.0,0.9375,1040.6,844.6,922.7,1519.0,942.3,1.4,7.4,85.5,2010,4,20,1281376.494871795
2010-04-20 23:00:00,13.8,56.1,0.952,1099.9,921.2,918.0,1652.6,981.0,1.9,9.3,94.9,2010,4,20,1520804.2148717947
2010-04-21 00:00:00,13.8,57.8,0.9111,938.3,784.4,1092.4,1496.7,793.8,0.8,4.6,46.5,2010,4,21,1172440.5748717948
2010-04-21 01:00:00,12.2,71.8,0.9625,934.6,818.0,917.4,1547.7,971.0,1.2,5.6,78.3,2010,4,21,1264447.694871795
2010-04-21 02:00:00,14.0,64.2,0.9328,837.1,670.6,1125.1,1312.0,832.2,0.7,3.3,44.0,2010,4,21,754492.0599999999
2010-04-21 03:00:00,11.6,72.4,0.9249,848.4,672.6,1220.9,1347.5,763.4,0.7,2.9,42.1,2010,4,21,904757.5948717949
2010-04-21 04:00:00,11.0,63.5,0.9038,844.2,590.8,1236.0,1266.2,724.2,0.4,2.1,40.0,2010,4,21,730228.7999999999
2010-04-21 05:00:00,10.7,67.5,0.888,871.0,714.8,1194.8,1421.0,794.6,0.8,3.8,55.0,2010,4,21,1014159.8948717949
2010-04-21 06:00:00,10.2,71.6,0.8841,1055.7,919.7,860.4,1663.0,1069.5,1.7,8.8,107.6,2010,4,21,1527890.194871795
2010-04-21 07:00:00,11.8,64.7,0.9085,1497.9,1554.0,554.8,2361.5,1483.4,5.0,28.1,419.6,2010,4,21,3668200.094871795
2010-04-21 08:00:00,13.0,60.5,0.9271,1708.7,1740.5,497.1,2576.6,2037.0,7.3,40.3,568.0,2010,4,21,4483001.394871795
2010-04-22 01:00:00,17.0,55.5,0.9775,955.7,748.4,994.5,1476.8,858.4,0.9,4.6,53.7,2010,4,22,1103666.2148717947
2010-04-22 02:00:00,16.3,54.0,0.9691,908.5,614.8,1129.6,1280.6,794.4,0.6,3.1,38.9,2010,4,22,694478.0799999998
2010-04-22 03:00:00,14.4,58.0,0.9601,809.3,608.9,1291.7,1421.5,690.6,0.5,2.3,37.5,2010,4,22,863980.4448717949
2010-04-22 04:00:00,13.7,58.8,0.9498,794.4,565.0,1204.4,1289.7,659.3,0.4,1.7,38.9,2010,4,22,680486.0
2010-04-22 05:00:00,12.6,55.3,0.9097,800.6,625.8,1314.3,1281.6,697.9,0.5,2.1,37.1,2010,4,22,822488.94
2010-04-22 06:00:00,12.6,61.5,0.9062,1025.9,768.0,1029.6,1547.7,981.6,1.1,5.4,69.4,2010,4,22,1187062.694871795
2010-04-22 07:00:00,14.3,56.6,0.9029,1271.0,1031.4,767.0,1798.2,1205.9,2.5,14.2,159.3,2010,4,22,1853092.574871795
2010-04-22 08:00:00,15.8,53.7,0.9107,1360.9,1299.8,635.5,2083.1,1562.1,3.8,22.9,277.3,2010,4,22,2706042.4748717947
2010-04-23 03:00:00,14.6,53.0,0.8775,831.0,680.5,1153.9,1378.0,782.8,0.6,2.7,39.0,2010,4,23,936158.0948717949
2010-04-23 04:00:00,14.4,55.5,0.8633,835.6,614.1,1152.4,1287.7,770.9,0.5,2.2,42.1,2010,4,23,707688.8400000001
2010-04-23 06:00:00,13.4,55.4,0.9003,950.7,711.6,1041.0,1488.9,869.8,0.8,5.2,76.3,2010,4,23,1057930.3348717948
2010-04-23 07:00:00,14.7,54.5,0.9202,1475.1,1422.7,601.9,2182.6,1587.2,4.0,21.9,229.4,2010,4,23,3103614.114871795
2010-04-23 08:00:00,16.3,52.8,0.9289,1761.7,1465.7,486.4,2296.2,1879.6,5.2,31.7,333.4,2010,4,23,3363969.4348717947
2010-04-24 00:00:00,17.3,50.2,1.0284,1430.0,1109.0,780.2,1625.3,1383.2,2.7,12.9,161.0,2010,4,24,1800886.7948717948
2010-04-24 01:00:00,16.1,54.5,1.0451,1322.0,1151.9,678.7,1851.2,1456.4,2.7,12.7,155.4,2010,4,24,2130826.374871795
2010-04-24 02:00:00,16.5,54.2,1.0178,1091.3,947.4,868.4,1644.9,1280.3,1.9,8.7,114.4,2010,4,24,1556807.3548717948
2010-04-24 03:00:00,15.7,55.7,0.9483,970.9,786.0,906.8,1540.2,1056.4,1.0,6.1,78.2,2010,4,24,1209026.2948717948
2010-04-24 05:00:00,15.2,58.3,0.9644,961.0,704.0,982.3,1389.0,974.5,0.7,3.6,70.3,2010,4,24,976285.0948717949
2010-04-24 06:00:00,13.6,56.1,0.9499,1082.3,760.0,865.8,1557.2,998.6,0.9,5.4,77.2,2010,4,24,1181901.0948717948
2010-04-24 07:00:00,14.0,55.1,0.9385,1122.7,959.4,754.3,1589.8,1071.6,1.5,10.5,100.7,2010,4,24,1523683.2148717947
2010-04-24 20:00:00,21.6,50.8,1.2631,1427.8,1227.1,690.1,1974.8,1502.0,3.3,16.5,165.2,2010,4,24,2421706.1748717944
2010-04-24 21:00:00,15.4,77.9,1.2953,1215.8,790.5,842.6,1473.1,864.3,2.0,6.5,82.7,2010,4,24,1162914.6448717946
2010-04-24 22:00:00,12.9,77.3,1.1774,1057.4,604.5,1133.9,1432.1,496.3,1.1,2.9,50.9,2010,4,24,864133.5448717949
2010-04-24 23:00:00,11.4,80.7,1.0436,953.8,653.7,1133.9,1406.0,501.8,1.4,3.4,63.9,2010,4,24,917531.294871795
2010-04-25 00:00:00,12.6,65.5,0.9455,986.3,614.7,1098.3,1334.2,476.9,1.3,3.3,59.2,2010,4,25,675125.01
2010-04-25 01:00:00,11.5,66.7,0.9209,1033.2,699.9,1108.4,1304.6,508.8,1.3,4.1,75.3,2010,4,25,775769.16
2010-04-25 02:00:00,13.0,58.7,0.8605,875.1,647.7,1172.6,1317.0,487.9,1.1,3.7,59.8,2010,4,25,759493.02
2010-04-25 03:00:00,13.1,55.1,0.8529,1014.3,714.9,1072.2,1444.8,551.9,1.2,4.7,82.1,2010,4,25,1031316.6148717948
2010-04-27 06:00:00,14.5,55.2,0.8677,1041.6,869.6,851.4,1577.1,1047.2,1.4,9.2,114.2,2010,4,27,1369875.2548717947
2010-04-28 02:00:00,15.3,50.6,0.9331,892.0,658.2,1059.3,1304.6,786.9,0.6,2.7,43.1,2010,4,28,697231.26
2010-04-28 03:00:00,14.9,54.6,0.9141,895.0,594.1,1132.0,1279.6,677.2,0.6,2.6,39.3,2010,4,28,672521.2000000001
2010-04-28 04:00:00,14.4,54.0,0.9341,867.6,602.0,1136.5,1373.8,618.2,0.6,2.0,22.3,2010,4,28,825456.6948717949
2010-04-28 05:00:00,17.0,56.0,0.9722,864.6,612.8,1238.6,1277.8,683.8,0.5,2.6,28.7,2010,4,28,759014.0799999998
2010-04-28 06:00:00,14.3,59.5,0.9597,1081.5,862.4,918.8,1462.0,1006.0,1.1,7.0,76.0,2010,4,28,1259257.8948717949
2010-04-28 07:00:00,15.0,56.0,0.9876,1705.9,1622.4,518.4,2276.2,1788.1,5.1,28.6,317.8,2010,4,28,3691335.9748717947
2010-04-28 08:00:00,15.6,55.3,0.996,1575.2,1297.0,593.8,2154.2,1590.5,4.1,20.5,274.0,2010,4,28,2792426.4948717947
2010-04-28 23:00:00,17.7,58.4,1.142,1167.4,931.2,795.9,1578.9,1268.6,1.6,9.7,84.4,2010,4,28,1468700.774871795
2010-04-29 00:00:00,16.9,56.2,1.0963,1071.6,926.6,812.9,1479.6,1181.2,1.4,8.3,91.5,2010,4,29,1369426.4548717947
2010-04-29 01:00:00,17.5,57.1,1.1269,1031.6,725.7,959.9,1584.7,958.3,1.0,5.2,51.0,2010,4,29,1148445.8848717948
2010-04-29 02:00:00,15.9,61.3,1.0806,935.3,671.0,1092.7,1409.0,846.6,0.6,2.8,33.3,2010,4,29,943868.0948717949
2010-04-29 03:00:00,15.8,60.0,1.0784,924.9,632.3,1073.2,1372.1,720.7,0.4,2.4,33.0,2010,4,29,866007.9248717948
2010-04-29 04:00:00,14.3,67.2,1.0446,844.6,610.8,1133.0,1340.5,765.6,0.6,2.6,30.4,2010,4,29,817206.4948717948
2010-04-29 05:00:00,13.2,65.7,1.0203,911.0,763.4,1017.2,1484.7,809.3,0.8,4.5,73.0,2010,4,29,1131849.0748717948
2010-04-29 06:00:00,12.0,66.5,0.9846,1042.1,1003.8,851.8,1522.8,1036.5,1.4,9.9,137.6,2010,4,29,1527015.7348717947
2010-04-29 07:00:00,15.1,63.1,1.0237,1556.8,1547.0,555.2,2308.8,1631.7,5.1,28.0,281.3,2010,4,29,3570142.694871795
2010-04-29 08:00:00,16.1,54.8,1.0274,1753.3,1690.0,484.0,2572.0,2041.5,7.4,36.2,349.6,2010,4,29,4345109.094871795
2010-04-29 18:00:00,19.6,51.0,1.1354,1747.2,1595.0,586.2,2150.2,1801.8,5.3,29.2,279.1,2010,4,29,3427998.0948717943
2010-04-29 20:00:00,17.7,54.7,1.2233,1432.6,1262.2,571.5,1964.2,1809.6,4.1,20.4,237.6,2010,4,29,2477642.334871795
2010-04-29 21:00:00,18.4,60.6,1.2173,1467.9,1141.4,658.9,1834.4,1561.2,3.1,15.6,189.0,2010,4,29,2092213.2548717952
2010-04-29 22:00:00,18.7,64.7,1.2352,1328.6,1172.4,728.7,1893.1,1457.4,2.7,13.2,165.4,2010,4,29,2217899.5348717947
2010-04-29 23:00:00,17.2,67.9,1.3554,1504.6,1159.2,681.0,1763.4,1467.4,2.7,12.9,172.0,2010,4,29,2042562.374871795
2010-04-30 01:00:00,16.3,74.7,1.3943,1155.4,848.6,863.2,1662.1,1053.4,1.6,7.5,93.7,2010,4,30,1408887.1548717949
2010-04-30 02:00:00,16.5,73.7,1.3917,1042.1,809.0,834.2,1628.0,987.0,1.1,5.7,76.0,2010,4,30,1315481.0948717948
2010-04-30 03:00:00,15.2,80.5,1.3683,1043.5,707.7,1011.2,1661.9,994.0,1.0,5.0,67.4,2010,4,30,1174555.724871795
2010-04-30 04:00:00,15.2,79.3,1.3635,956.0,718.1,1039.3,1554.0,924.1,1.0,3.8,46.5,2010,4,30,1114356.494871795
2010-04-30 05:00:00,14.6,71.0,1.3194,964.8,738.0,1065.3,1500.5,935.3,0.7,4.5,64.6,2010,4,30,1105798.0948717948
2010-04-30 06:00:00,16.5,71.6,1.3136,1266.3,949.0,867.1,1788.7,1116.0,1.6,9.4,155.5,2010,4,30,1695905.3948717949
2010-04-30 07:00:00,16.3,70.2,1.2737,1545.5,1224.0,642.1,1890.7,1283.4,3.2,17.8,204.5,2010,4,30,2312645.894871795
2010-04-30 08:00:00,19.8,59.3,1.2323,1391.0,1295.0,631.6,2188.9,1309.1,3.3,18.5,149.7,2010,4,30,2833054.594871795
2010-04-30 09:00:00,17.6,60.4,1.2945,1381.0,1151.0,726.1,1832.1,1269.4,3.4,15.9,194.4,2010,4,30,2107176.194871795
2010-04-30 10:00:00,15.3,68.1,1.3458,1393.9,1114.9,758.1,1869.7,1260.3,2.8,11.7,177.6,2010,4,30,2082957.624871795
2010-04-30 13:00:00,18.4,63.9,1.3545,1399.0,1160.9,643.0,2061.0,1427.1,3.3,18.4,206.0,2010,4,30,2391043.994871795
2010-04-30 17:00:00,21.0,56.5,1.3353,1427.5,1210.3,596.1,2090.3,1559.3,4.6,19.2,200.0,2010,4,30,2528319.184871795
2010-04-30 18:00:00,19.6,56.6,1.3194,1524.4,1257.8,578.5,2140.4,1541.8,4.3,22.0,204.2,2010,4,30,2690624.214871795
2010-04-30 19:00:00,19.2,55.7,1.3392,1512.2,1461.2,527.2,2403.1,1803.9,5.8,26.6,281.0,2010,4,30,3509838.814871795
2010-04-30 20:00:00,19.1,59.9,1.3345,1347.6,1358.9,587.5,2016.0,1584.7,4.6,18.5,251.5,2010,4,30,2737971.494871795
2010-04-30 21:00:00,18.4,65.4,1.3529,1349.4,1117.4,663.5,1833.9,1450.1,2.9,16.0,175.8,2010,4,30,2047628.9548717951
2010-04-30 22:00:00,18.1,69.4,1.3579,1439.6,1079.2,682.1,1792.1,1441.6,2.8,14.0,177.5,2010,4,30,1932463.4148717949
2010-04-30 23:00:00,18.1,62.2,1.3422,1349.8,1084.9,703.6,1815.8,1370.2,3.0,12.9,165.3,2010,4,30,1968390.514871795
2010-05-01 00:00:00,18.9,66.8,1.346,1453.5,1074.1,701.9,2032.8,1699.6,3.5,15.2,179.4,2010,5,1,2181801.432777778
2010-05-01 01:00:00,16.6,66.9,1.3346,1143.6,932.0,776.4,1758.5,1309.8,2.3,8.7,121.3,2010,5,1,1637292.9527777778
2010-05-01 02:00:00,16.0,70.2,1.3099,1078.4,791.3,882.7,1663.5,1005.3,1.7,6.6,79.9,2010,5,1,1314698.5027777776
2010-05-01 03:00:00,14.8,72.4,1.2902,968.6,808.5,883.5,1580.1,956.8,1.2,6.4,79.5,2010,5,1,1275881.8027777777
2010-05-01 04:00:00,15.2,71.3,1.2756,829.1,698.7,1145.3,1477.1,632.6,0.7,3.6,32.9,2010,5,1,1030420.7227777778
2010-05-01 05:00:00,16.2,69.1,1.2619,797.9,649.0,1132.7,1448.3,510.4,0.6,2.4,23.3,2010,5,1,938317.6527777778
2010-05-01 06:00:00,17.5,63.6,1.2631,901.2,672.2,1132.8,1452.0,583.4,0.7,2.9,30.6,2010,5,1,974405.3527777778
2010-05-01 07:00:00,17.4,62.5,1.2688,951.3,833.0,925.2,1681.0,853.4,1.1,6.8,70.5,2010,5,1,1398643.9527777778
2010-05-01 08:00:00,16.8,65.1,1.2458,1059.5,785.8,926.0,1711.9,846.9,1.4,6.8,76.6,2010,5,1,1343581.9727777778
2010-05-01 09:00:00,18.4,55.1,1.2184,1176.2,960.0,879.6,1659.1,1110.9,1.8,8.8,108.2,2010,5,1,1591106.9527777778
2010-05-01 20:00:00,18.6,53.8,1.1222,1147.6,995.9,818.3,1741.0,988.0,2.6,10.4,165.4,2010,5,1,1732232.8527777777
2010-05-01 21:00:00,17.1,53.8,1.1174,1139.2,963.5,883.3,1656.0,905.8,2.0,9.1,103.6,2010,5,1,1593926.9527777778
2010-05-01 22:00:00,17.7,59.3,1.1342,1385.2,1098.2,712.5,1962.1,1180.8,3.5,14.5,171.1,2010,5,1,2153149.172777778
2010-05-01 23:00:00,18.0,62.0,1.1645,1385.0,1050.2,795.6,1645.2,1222.0,3.7,12.4,188.1,2010,5,1,1726159.9927777778
2010-05-02 00:00:00,17.9,55.7,1.1551,1155.3,877.4,876.0,1503.1,1159.8,2.3,8.5,107.1,2010,5,2,1317190.8927777777
2010-05-02 01:00:00,17.8,57.4,1.1633,1114.9,929.8,901.9,1530.8,1173.9,1.7,8.4,79.8,2010,5,2,1421708.7927777776
2010-05-02 02:00:00,16.4,57.8,1.1507,928.6,757.4,1018.7,1536.0,872.6,0.9,5.2,35.3,2010,5,2,1161737.3527777777
2010-05-02 03:00:00,14.9,64.2,1.1352,1020.0,846.4,910.0,1580.0,979.7,1.7,6.2,87.4,2010,5,2,1335682.9527777778
2010-05-02 04:00:00,15.4,67.1,1.1028,828.4,696.8,1141.0,1430.8,643.0,0.7,3.3,27.6,2010,5,2,995352.3927777777
2010-05-02 05:00:00,13.8,61.9,1.0811,782.4,584.0,1175.6,1497.3,654.6,0.6,2.5,31.0,2010,5,2,872794.1527777778
2010-05-02 06:00:00,13.5,72.3,1.0554,892.0,675.2,1194.9,1441.4,767.0,0.7,3.4,55.3,2010,5,2,971604.232777778
2010-05-02 07:00:00,15.0,64.9,1.0728,947.4,788.6,1015.3,1472.5,808.8,0.8,4.6,46.1,2010,5,2,1159584.4527777778
2010-05-02 08:00:00,17.0,64.1,1.1083,948.5,830.2,913.0,1489.6,968.2,1.1,5.7,92.2,2010,5,2,1235036.8727777777
2010-05-02 09:00:00,17.0,57.5,1.1342,1087.8,799.9,920.0,1499.3,898.9,1.3,6.9,94.0,2010,5,2,1197661.0227777776
2010-05-02 20:00:00,19.3,52.2,1.2632,1369.5,982.9,733.8,1788.1,1081.6,2.7,10.6,178.5,2010,5,2,1755894.4427777776
2010-05-03 00:00:00,19.1,50.8,1.0086,1092.9,835.2,912.0,1595.4,783.8,1.6,7.1,98.9,2010,5,3,1330849.0327777779
2010-05-03 01:00:00,16.4,57.3,1.0918,889.5,680.2,1133.9,1428.1,577.7,0.8,2.9,36.3,2010,5,3,969764.5727777778
2010-05-03 02:00:00,15.3,62.1,1.1493,834.7,586.0,1264.8,1438.9,485.0,0.6,2.3,25.2,2010,5,3,841566.3527777778
2010-05-03 03:00:00,15.4,64.6,1.1484,915.6,580.9,1258.3,1315.8,523.6,0.4,1.7,21.1,2010,5,3,730946.47
2010-05-03 04:00:00,16.8,63.9,1.1043,814.7,547.0,1281.1,1418.6,530.2,0.4,1.5,24.0,2010,5,3,774345.1527777778
2010-05-03 05:00:00,15.5,68.2,1.1416,944.7,648.2,1024.3,1576.6,717.0,0.7,3.4,59.2,2010,5,3,1020323.0727777778
2010-05-03 06:00:00,15.2,62.5,1.1844,1112.6,942.2,855.8,1737.6,1182.3,1.2,8.4,156.6,2010,5,3,1635537.6727777778
2010-05-03 07:00:00,16.0,66.2,1.1869,1507.9,1367.8,605.8,2258.8,1501.2,3.4,19.6,285.8,2010,5,3,3087957.592777778
2010-05-03 08:00:00,17.9,62.1,1.2613,1676.8,1392.7,486.9,2376.0,1670.1,4.4,25.7,320.0,2010,5,3,3307426.152777778
2010-05-03 09:00:00,17.1,67.5,1.3557,1542.3,1173.1,632.8,1951.3,1574.9,3.3,18.3,305.3,2010,5,3,2287440.9827777776
2010-05-03 21:00:00,19.3,62.0,1.3836,1286.8,999.1,808.1,1877.3,1054.5,2.0,9.4,117.8,2010,5,3,1873981.3827777777
2010-05-03 22:00:00,19.5,56.5,1.2806,955.0,733.2,996.0,1597.3,757.6,1.1,5.6,59.8,2010,5,3,1169511.312777778
2010-05-03 23:00:00,19.8,64.4,1.3521,1066.9,808.3,889.4,1603.4,1002.2,1.5,6.3,78.1,2010,5,3,1294399.1727777778
2010-05-04 00:00:00,18.6,69.1,1.3802,1033.0,812.7,917.3,1587.6,929.0,1.2,5.3,75.8,2010,5,4,1288613.4727777778
2010-05-04 10:00:00,21.1,51.5,1.2867,1086.8,904.0,924.9,1590.7,828.5,1.3,7.9,79.0,2010,5,4,1436363.7527777778
2010-05-04 13:00:00,20.1,50.6,1.2047,1074.4,995.5,787.4,1730.5,929.1,2.4,12.7,132.0,2010,5,4,1721083.7027777778
2010-05-04 14:00:00,20.2,50.2,1.2757,1107.7,1074.1,760.5,1904.7,998.6,2.4,12.7,141.4,2010,5,4,2044209.2227777776
2010-05-04 15:00:00,20.5,60.5,1.3158,1197.0,1071.2,760.5,1869.5,922.4,2.7,13.7,135.8,2010,5,4,2000979.352777778
2010-05-04 16:00:00,21.1,51.3,1.2701,921.6,770.0,961.3,1549.4,654.0,1.1,6.3,52.8,2010,5,4,1191408.9527777778
2010-05-04 17:00:00,18.9,56.8,1.2512,1077.0,981.0,877.8,1675.8,702.7,1.5,11.2,65.0,2010,5,4,1642330.7527777778
2010-05-04 18:00:00,18.8,64.7,1.3127,1377.0,1221.1,642.6,1992.8,1134.6,3.9,21.0,189.1,2010,5,4,2431779.0327777774
2010-05-04 19:00:00,17.7,66.9,1.3289,1489.3,1353.0,632.1,2053.9,1283.0,5.0,21.0,211.1,2010,5,4,2777297.652777778
2010-05-04 20:00:00,15.3,71.4,1.3654,1543.4,1371.8,573.3,2166.0,1483.6,5.2,20.8,245.5,2010,5,4,2969689.7527777776
2010-05-04 21:00:00,15.8,74.3,1.3253,1258.2,1042.0,750.7,1766.4,1147.6,3.2,11.1,190.1,2010,5,4,1838959.7527777778
2010-05-04 22:00:00,17.9,53.8,1.181,904.8,707.1,1052.2,1504.5,586.0,0.9,4.6,41.7,2010,5,4,1062202.9027777778
2010-05-04 23:00:00,18.3,55.9,1.1667,904.0,803.2,1032.9,1558.4,534.8,1.2,5.0,53.9,2010,5,4,1250077.832777778
2010-05-05 00:00:00,18.2,53.9,1.1121,830.0,614.1,1320.5,1424.8,467.5,0.7,2.4,32.3,2010,5,5,873340.6327777778
2010-05-05 02:00:00,15.9,67.1,1.14,770.8,573.5,1450.0,1305.6,358.2,0.5,1.5,17.8,2010,5,5,831575.0
